"","ESD.CODE","STATE","PHASE","PHASE.NAME","FUNCTIONAL","SYMBOL","Lower","Upper"
"869","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","KOMA",1,25
"870","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","PASM",1,25
"871","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","POFE",1,25
"872","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","POSE",1,25
"873","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","SPCR",1,25
"874","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","ACHY",1,25
"875","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","LESA4",0,5
"876","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","BOGR2",0,5
"877","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","GRASS","CAGE2",0,5
"878","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ARLU",0,5
"879","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","BASA3",0,5
"880","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","CRFE3",0,5
"881","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERDE6",0,5
"882","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERST4",0,5
"883","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","ERUM",0,5
"884","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","HEVI4",0,5
"885","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","IPAGA3",0,5
"886","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","OXYTR",0,5
"887","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PECA4",0,5
"888","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PEPU7",0,5
"889","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PEST2",0,5
"890","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PHHO",0,5
"891","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","PHLO2",0,5
"892","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","SPCO",0,5
"893","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","FORB","STAC",0,5
"894","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARNO4",1,15
"895","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARTRW8",0,15
"896","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","CEMO2",1,15
"897","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","CHVIV4",1,15
"898","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","OPPO",1,15
"899","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","AMUT",1,15
"900","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","QUGA",1,15
"901","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","RICE",0,5
"902","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","SYOR2",0,5
"903","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","YUGL",0,5
"904","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARFR4",0,5
"905","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","PERA4",0,5
"906","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","PUTR2",0,5
"907","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","SHRUB","ARTRV",0,5
"908","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","TREE","PIED",60,350
"909","R036XY114CO","REFERENCE",1.2,"MATURE PINYON-JUNIPER WOODLAND","TREE","JUOS",20,200
"910","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PASM",90,180
"911","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY",90,135
"912","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POSE",90,135
"913","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PSSPS",90,135
"914","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","SPCR",45,90
"915","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ELEL5",45,90
"916","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POFE",45,90
"917","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","KOMA",45,90
"918","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","LESA4",10,45
"919","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","BOGR2",10,45
"920","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","CAGE2",10,45
"921","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","HECOC8",5,35
"922","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ARLU",10,25
"923","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","BASA3",10,25
"924","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CRFE3",10,25
"925","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERDE6",10,25
"926","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERST4",10,25
"927","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERUM",10,25
"928","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","HEVI4",10,25
"929","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","IPAGA3",10,25
"930","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","OXYTR",10,25
"931","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PECA4",10,25
"932","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PEPU7",10,25
"933","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PEST2",10,25
"934","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHHO",10,25
"935","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHLO2",10,25
"936","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SPCO",10,25
"937","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STAC",10,25
"938","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRW8",40,100
"939","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CEMO2",5,50
"940","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CHVIV4",5,50
"941","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","OPPO",5,50
"942","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","AMUT",5,50
"943","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","QUGA",5,50
"944","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARNO4",5,50
"945","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRV",5,30
"946","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","RICE",5,30
"947","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","SYOR2",5,30
"948","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","YUGL",5,30
"949","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARFR4",5,30
"950","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","PERA4",5,30
"951","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","PUTR2",5,30
"952","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED",10,150
"953","R036XY114CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS",5,100
"954","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","POFE",400,600
"955","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","HECO26",10,100
"956","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ACHY",10,100
"957","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELEL5",5,50
"958","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PG",0,50
"959","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","KOMA",0,20
"960","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PASM",150,450
"961","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2",0,15
"962","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PLJA",0,15
"963","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","LUPIN",5,35
"964","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERIGE2",5,35
"965","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERRA3",5,25
"966","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ASTRA",5,25
"967","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PENST",5,25
"968","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PF",5,25
"969","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ALLIU",0,15
"970","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ASTER",0,15
"971","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","COUM",0,15
"972","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","HYMEN7",0,15
"973","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PEPU7",0,15
"974","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","SENEC",0,15
"975","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PHHO",0,10
"976","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ERIOG",0,10
"977","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8",125,275
"978","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8",10,50
"979","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2",5,35
"980","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","PERA4",0,10
"981","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","TECA2",0,10
"982","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ERPAP10",0,10
"983","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CEMO2",0,25
"984","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","PUTR2",0,25
"985","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","QUGA",0,15
"986","R036XY284CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO",0,10
"987","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PASM",80,160
"988","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ACHY",40,80
"989","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","PLJA",30,60
"990","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POSE",10,30
"991","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","ELEL5",15,30
"992","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","HECO26",10,30
"993","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","KOMA",10,30
"994","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","LESAS",0,15
"995","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","BOGR2",0,15
"996","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","GRASS","POFE",0,15
"997","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","SPCO",5,15
"998","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","STAC",5,10
"999","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ARLU",5,10
"1000","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","COWR2",0,10
"1001","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","CRYPT",0,10
"1002","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERIGE2",0,10
"1003","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","ERIOG",5,10
"1004","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","OECA10",0,10
"1005","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PENST",5,10
"1006","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","FORB","PHLO2",5,10
"1007","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARNO4",40,80
"1008","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARTRW8",40,80
"1009","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","QUGA",0,50
"1010","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","GUSA2",0,30
"1011","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CHVI8",15,30
"1012","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","AMUT",15,30
"1013","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","ARFR4",15,30
"1014","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","CEMO2",10,25
"1015","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","PUTR2",5,20
"1016","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","OPPO",0,15
"1017","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","SHRUB","EPVI",0,5
"1018","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","JUOS",50,100
"1019","R036XY287CO","REFERENCE",1.3,"PERENNIAL SHRUBLAND WITH SCATTERED PJ","TREE","PIED",50,100
"1020","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","HECO26",80,200
"1021","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","LESAS",40,80
"1022","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PLJA",40,80
"1023","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ACHY",40,80
"1024","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","BOGR2",40,80
"1025","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELLA3",40,80
"1026","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ELEL5",20,40
"1027","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","ARPU9",15,40
"1028","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","POSE",15,40
"1029","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","SPCR",15,40
"1030","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","PG",0,25
"1031","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","GRASS","VUOC",0,10
"1032","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","SPCO",5,25
"1033","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PF",0,25
"1034","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ARDR4",5,25
"1035","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","CRFL5",0,15
"1036","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","LYGR",0,16
"1037","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PHHO",0,17
"1038","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","PLPA2",0,18
"1039","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","FORB","ANMI3",0,19
"1040","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ARTRW8",80,120
"1041","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCA2",40,60
"1042","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","ATCO",30,60
"1043","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","CHVI8",15,40
"1044","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","KRLA2",15,40
"1045","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","SH",0,25
"1046","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","OPPO",8,20
"1047","R036XY326CO","REFERENCE",1.1,"PERENNIAL SHRUBLAND/GRASSLAND","SHRUB","GUSA2",8,20
"1048","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","PASM",300,500
"1049","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","POFE",200,350
"1050","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","ACHY",50,150
"1051","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","PLJA",0,75
"1052","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","ELEL5",0,75
"1053","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","HENE5",0,50
"1054","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","HOJU",0,51
"1055","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","JUTE",0,52
"1056","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","KOMA",0,53
"1057","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","BOGR2",0,54
"1058","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","GRASS","SPAI",0,55
"1059","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","SPCO",10,50
"1060","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","PF",0,40
"1061","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","ARDR4",0,40
"1062","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","ARLU",0,40
"1063","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","CAAND",0,40
"1064","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","CHFE3",0,40
"1065","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","ERIN4",0,40
"1066","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","HEVI4",0,40
"1067","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","IPAG",0,40
"1068","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","FORB","PANEM",10,30
"1069","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","ARTRT",125,300
"1070","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","ATCA2",50,150
"1071","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","ERNAN5",0,100
"1072","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","GUSA2",0,100
"1073","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","KRLA2",0,100
"1074","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","QUGA",0,100
"1075","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","SAAM2",0,100
"1076","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","SAVE4",0,25
"1077","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","RHTR",0,25
"1078","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","ROWO",0,25
"1079","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","OPPO",0,25
"1080","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","PERA4",0,25
"1081","R035XY413CO","REFERENCE",1.1,"BASIN BIG SAGEBRUSH-GRASS","SHRUB","CHVI8",0,25
"1082","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","LESAS",60,120
"1083","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","PLJA",0,40
"1084","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","ACHY",15,40
"1085","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","POSE",0,20
"1086","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","GRASS","PASM",5,20
"1087","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","CRFE3",0,5
"1088","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","PECR5",0,5
"1089","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","SEFLF",0,5
"1090","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","FORB","STAC",0,5
"1091","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","ARTRW8",15,40
"1092","R036XY110CO","REFERENCE",1.1,"PINYON JUNIPER WOODLAND","SHRUB","CEMO2",0,15
